"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score MS Amanda 2.0: MS Amanda 2.0"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): MS Amanda 2.0"	"# Peptides (by Search Engine): Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Gene ID"	"WikiPathways"	"Reactome Pathways"	"# Protein Pathway Groups"	"# Razor Peptides"	"Abundance Ratio: (Aortic_Aneurism) / (Healthy)"	"Abundance Ratio Adj. P-Value: (Aortic_Aneurism) / (Healthy)"	"Abundance Ratio Variability [%]: (Aortic_Aneurism) / (Healthy)"	"Abundances (Grouped): Aortic_Aneurism"	"Abundances (Grouped): Healthy"	"Abundances (Grouped) CV [%]: Aortic_Aneurism"	"Abundances (Grouped) CV [%]: Healthy"	"Found in Sample: [S1] F1: Sample, 10364, Aortic_Aneurism, 1"	"Found in Sample: [S2] F2: Sample, 10364, Aortic_Aneurism, 2"	"Found in Sample: [S3] F3: Sample, 10367, Aortic_Aneurism, 1"	"Found in Sample: [S4] F4: Sample, 10367, Aortic_Aneurism, 2"	"Found in Sample: [S5] F5: Sample, VD2100020, Aortic_Aneurism, 1"	"Found in Sample: [S6] F6: Sample, VD2100020, Aortic_Aneurism, 2"	"Found in Sample: [S7] F7: Sample, VD2100023, Aortic_Aneurism, 1"	"Found in Sample: [S8] F8: Sample, VD2100023, Aortic_Aneurism, 2"	"Found in Sample: [S9] F9: Sample, VD2100042, Aortic_Aneurism, 1"	"Found in Sample: [S10] F10: Sample, VD2100042, Aortic_Aneurism, 2"	"Found in Sample: [S11] F11: Sample, VD2100089, Aortic_Aneurism, 1"	"Found in Sample: [S12] F12: Sample, VD2100089, Aortic_Aneurism, 2"	"Found in Sample: [S13] F13: Sample, VD2100127, Aortic_Aneurism, 1"	"Found in Sample: [S14] F14: Sample, VD2100127, Aortic_Aneurism, 2"	"Found in Sample: [S15] F15: Sample, VD2100143, Aortic_Aneurism, 1"	"Found in Sample: [S16] F16: Sample, VD2100143, Aortic_Aneurism, 2"	"Found in Sample: [S17] F17: Sample, VD2200046, Aortic_Aneurism, 1"	"Found in Sample: [S18] F18: Sample, VD2200046, Aortic_Aneurism, 2"	"Found in Sample: [S21] F21: Sample, VD2300002, Aortic_Aneurism, 1"	"Found in Sample: [S22] F22: Sample, VD2300002, Aortic_Aneurism, 2"	"Found in Sample: [S23] F23: Sample, VD2300004, Aortic_Aneurism, 1"	"Found in Sample: [S24] F24: Sample, VD2300004, Aortic_Aneurism, 2"	"Found in Sample: [S25] F25: Sample, VD2300023, Aortic_Aneurism, 1"	"Found in Sample: [S26] F26: Sample, VD2300023, Aortic_Aneurism, 2"	"Found in Sample: [S27] F27: Sample, VD2300050, Aortic_Aneurism, 1"	"Found in Sample: [S28] F28: Sample, VD2300050, Aortic_Aneurism, 2"	"Found in Sample: [S29] F29: Sample, VD2300066, Aortic_Aneurism, 1"	"Found in Sample: [S30] F30: Sample, VD2300066, Aortic_Aneurism, 2"	"Found in Sample: [S31] F31: Sample, VD2300083, Aortic_Aneurism, 1"	"Found in Sample: [S32] F32: Sample, VD2300083, Aortic_Aneurism, 2"	"Found in Sample: [S33] F33: Sample, VD2300087, Aortic_Aneurism, 1"	"Found in Sample: [S34] F34: Sample, VD2300087, Aortic_Aneurism, 2"	"Found in Sample: [S35] F35: Sample, VD2300117, Aortic_Aneurism, 1"	"Found in Sample: [S36] F36: Sample, VD2300117, Aortic_Aneurism, 2"	"Found in Sample: [S37] F37: Sample, VD2400050, Aortic_Aneurism, 1"	"Found in Sample: [S38] F38: Sample, VD2400050, Aortic_Aneurism, 2"	"Found in Sample: [S39] F39: Sample, VD2400066, Aortic_Aneurism, 1"	"Found in Sample: [S40] F40: Sample, VD2400066, Aortic_Aneurism, 2"	"Found in Sample: [S41] F41: Sample, FA1, Aortic_Aneurism, 1"	"Found in Sample: [S42] F42: Sample, FA1, Aortic_Aneurism, 2"	"Found in Sample: [S43] F43: Sample, FA3, Aortic_Aneurism, 1"	"Found in Sample: [S44] F44: Sample, FA3, Aortic_Aneurism, 2"	"Found in Sample: [S45] F45: Sample, FA5, Aortic_Aneurism, 1"	"Found in Sample: [S46] F46: Sample, FA5, Aortic_Aneurism, 2"	"Found in Sample: [S48] F48: Sample, FA6, Aortic_Aneurism, 2"	"Found in Sample: [S49] F49: Sample, FA7, Aortic_Aneurism, 1"	"Found in Sample: [S50] F50: Sample, FA7, Aortic_Aneurism, 2"	"Found in Sample: [S65] F65: Sample, FA6, Aortic_Aneurism, 1"	"Found in Sample: [S51] F51: Sample, SCALA50-----, Healthy, 1"	"Found in Sample: [S52] F52: Sample, SCALA50-----, Healthy, 2"	"Found in Sample: [S53] F53: Sample, 245AIT, Healthy, 1"	"Found in Sample: [S54] F54: Sample, 245AIT, Healthy, 2"	"Found in Sample: [S55] F55: Sample, 284AIT, Healthy, 1"	"Found in Sample: [S56] F56: Sample, 284AIT, Healthy, 2"	"Found in Sample: [S57] F57: Sample, 230AIT, Healthy, 1"	"Found in Sample: [S58] F58: Sample, 230AIT, Healthy, 2"	"Found in Sample: [S59] F59: Sample, 161FCP/FA, Healthy, 1"	"Found in Sample: [S60] F60: Sample, 161FCP/FA, Healthy, 2"	"Found in Sample: [S61] F61: Sample, 279TCFA/HR, Healthy, 1"	"Found in Sample: [S62] F62: Sample, 279TCFA/HR, Healthy, 2"	"Found in Sample: [S63] F63: Sample, 282HR, Healthy, 1"	"Found in Sample: [S64] F64: Sample, 282HR, Healthy, 2"	"# Protein Groups"	"Modifications"
"-4941076940977861780"	"True"	"High"	"IsMasterProtein"	"P00739"	"Haptoglobin-related protein"	"0.000"	"220.380"	"25"	"11"	"458"	"4"	"348"	"39.0"	"7.09"	"57285.53"	"549.44"	"11"	"10"	""	"non-structural extracellular"	"other molecular function"	"Pf00089"	"3250"	"ENSG00000261701"	"HPR"	"hsa:3250; P00739; Q7LE20; Q92658; Q92659; Q9ULB0"	""	"Scavenging of heme from plasma"	"1"	"0"	"4.748"	"0.0646224050488093"	"130.51"	"162.7"	"37.3"	"128.26"	"54.93"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"High"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	"Met-loss [N-Term]; Met-loss+Acetyl [N-Term]; Acetyl [N-Term]"
"-3856255283194803531"	"True"	"High"	"IsMasterProtein"	"Q53GG5"	"PDZ and LIM domain protein 3"	"0.000"	"216.965"	"32"	"10"	"567"	"10"	"364"	"39.2"	"6.89"	"84107.51"	"1076.75"	"8"	"9"	"cell organization and biogenesis;developmental processes;other biological processes"	"cytosol;cytoskeleton;other cell component"	"cytoskeletal activity;other molecular function"	"Pf00412, Pf00595, Pf15936"	"27295"	"ENSG00000154553"	"PDLIM3"	"B2R866; hsa:27295; O43590; O60439; O60440; Q53GG5; Q8N6Y6; Q9BVP4"	""	""	"0"	"0"	"0.148"	"0.0511834747518622"	"107.69"	"14.2"	"185.8"	"87.91"	"63.67"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss [N-Term]"
"5160245271720631457"	"True"	"High"	"IsMasterProtein"	"O14558"	"Heat shock protein beta-6"	"0.000"	"216.694"	"92"	"8"	"553"	"8"	"160"	"17.1"	"6.40"	"49531.71"	"1396.62"	"5"	"8"	"protein metabolism;other metabolic processes;stress response;other biological processes"	"non-structural extracellular;cytosol;mitochondrion;nucleus;other cell component"	"other molecular function"	"Pf00011, Pf00525"	"126393"	"ENSG00000004776"	"HSPB6"	"hsa:126393; O14551; O14558; Q6NVI3; Q96MG9"	""	""	"0"	"0"	"0.218"	"0.246414024012692"	"97.73"	"24.3"	"175.7"	"96.72"	"25.74"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"7630142415015692295"	"True"	"High"	"IsMasterProtein"	"P14314"	"Glucosidase 2 subunit beta"	"0.000"	"207.252"	"30"	"16"	"246"	"16"	"528"	"59.4"	"4.41"	"30028.42"	"333.25"	"14"	"16"	"protein metabolism;other metabolic processes;developmental processes;signal transduction"	"ER/Golgi;other cell component"	"other molecular function"	"Pf12999, Pf13015, Pf13202"	"5589"	"ENSG00000130175"	"PRKCSH"	"A8K318; hsa:5589; P14314; Q96BU9; Q96D06; Q9P0W9"	""	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; Advanced glycosylation endproduct receptor signaling; Maturation of spike protein; Calnexin/calreticulin cycle; Maturation of spike protein"	"7"	"0"	"8.264"	"0.0026367517523748"	"122.90"	"164.9"	"35.1"	"161.11"	"81.91"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"2943690132932996841"	"True"	"High"	"IsMasterProtein"	"P10412"	"Histone H1.4"	"0.000"	"202.565"	"30"	"8"	"1867"	"2"	"219"	"21.9"	"11.03"	"245408.93"	"2415.90"	"7"	"7"	"cell organization and biogenesis;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00538"	"3008"	"ENSG00000168298"	"H1-4"	"hsa:3008; P10412; Q4VB25"	"Pathways affected in adenoid cystic carcinoma"	"Apoptosis induced DNA fragmentation; Formation of Senescence-Associated Heterochromatin Foci (SAHF)"	"3"	"0"	"6.831"	"0.00892442229140037"	"107.53"	"178.2"	"21.8"	"84.12"	"68.73"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	"Met-loss [N-Term]; Met-loss+Acetyl [N-Term]; Acetyl [N-Term]"
"-5613101331819557059"	"True"	"High"	"IsMasterProtein"	"O43294"	"Transforming growth factor beta-1-induced transcript 1 protein"	"0.000"	"198.188"	"20"	"6"	"261"	"6"	"461"	"49.8"	"7.03"	"71848.55"	"484.15"	"5"	"6"	"cell adhesion;developmental processes;signal transduction;other biological processes"	"cytosol;cytoskeleton;nucleus;other cell component"	"signal transduction activity or receptor binding;other molecular function"	"Pf00412, Pf03535"	"7041"	"ENSG00000140682"	"TGFB1I1"	"B2R8D5; hsa:7041; O43294; Q9BPW3; Q9Y2V5"	"Androgen receptor signaling; Serotonin transporter activity; TGF-beta signaling pathway; Monoamine transport"	""	"4"	"0"	"0.215"	"0.236009091724541"	"121.61"	"17.9"	"182.1"	"122.46"	"77.97"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-9086019032541899258"	"True"	"High"	"IsMasterProtein"	"Q16853"	"Amine oxidase"	"0.000"	"196.617"	"19"	"11"	"626"	"11"	"763"	"84.6"	"6.52"	"91479.70"	"826.37"	"9"	"11"	"cell adhesion;other metabolic processes;stress response"	"plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component"	"other molecular function"	"Pf01179, Pf02727, Pf02728"	"8639"	"ENSG00000131471"	"AOC3"	"B2RCI5; hsa:8639; K7ESB3; L0L8N9; Q16853; Q45F94"	"Amino acid metabolism"	"Phase I - Functionalization of compounds"	"2"	"0"	"0.154"	"0.0636697434985894"	"125.11"	"9.6"	"190.4"	"198.22"	"80.61"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	""
"6955307407812846487"	"True"	"High"	"IsMasterProtein"	"P02511"	"Alpha-crystallin B chain"	"0.000"	"193.739"	"61"	"10"	"839"	"10"	"175"	"20.1"	"7.33"	"103622.89"	"1224.82"	"8"	"10"	"cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes"	"plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;nucleus;other cytoplasmic organelle;other cell component"	"cytoskeletal activity;other molecular function"	"Pf00011, Pf00525"	"1410"	"ENSG00000109846"	"CRYAB"	"B0YIX0; hsa:1410; O43416; P02511; Q9UC37; Q9UC38; Q9UC39; Q9UC40; Q9UC41"	""	"HSF1-dependent transactivation"	"1"	"0"	"0.157"	"0.0683128814188452"	"100.24"	"29.3"	"170.7"	"86.65"	"57.57"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"8205136122998856932"	"True"	"High"	"IsMasterProtein"	"P60981"	"Destrin"	"0.000"	"188.656"	"53"	"9"	"1449"	"8"	"165"	"18.5"	"7.85"	"227118.99"	"1953.50"	"9"	"9"	"cell organization and biogenesis;other biological processes"	"cytoskeleton;other cell component"	"cytoskeletal activity"	"Pf00241"	"11034"	"ENSG00000125868"	"DSTN"	"B2R6N2; B4DYA6; hsa:11034; P18282; P60981; Q5W166; Q6IAW2"	"Androgen receptor signaling"	""	"1"	"0"	"0.194"	"0.162408878698161"	"111.07"	"42.6"	"157.4"	"54.70"	"29.84"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7835862942369075388"	"True"	"High"	"IsMasterProtein"	"P06753"	"Tropomyosin alpha-3 chain"	"0.000"	"184.454"	"53"	"22"	"1162"	"5"	"285"	"32.9"	"4.72"	"121295.69"	"1300.01"	"21"	"22"	"cell organization and biogenesis;other biological processes"	"cytosol;cytoskeleton"	"cytoskeletal activity"	"Pf00261"	"7170"	"ENSG00000143549"	"TPM3"	"D3DV71; hsa:7170; P06753; P12324; Q2QD06; Q5VU58; Q5VU63; Q5VU66; Q5VU71; Q5VU72; Q8TCG3; Q969Q2; Q9NQH8"	"miR-targeted genes in leukocytes; miR-targeted genes in lymphocytes; miR-targeted genes in muscle cell; miR-targeted genes in squamous cell; Mammary gland development: pregnancy and lactation - stage 3 of 4; Striated muscle contraction pathway; VEGFA-VEGFR2 signaling"	"Signaling by ALK fusions and activated point mutants; RHOV GTPase cycle; Smooth Muscle Contraction; Striated Muscle Contraction"	"11"	"0"	"10.220"	"0.000601299323874085"	"107.35"	"182.0"	"18.0"	"131.23"	"38.23"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"3079074271338885879"	"True"	"High"	"IsMasterProtein"	"P16403"	"Histone H1.2"	"0.000"	"175.700"	"35"	"9"	"1826"	"3"	"213"	"21.4"	"10.93"	"236302.03"	"2342.87"	"8"	"8"	"cell organization and biogenesis;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00538"	"3006"	"ENSG00000187837"	"H1-2"	"A8K4I2; hsa:3006; P16403"	""	"Apoptosis induced DNA fragmentation; Formation of Senescence-Associated Heterochromatin Foci (SAHF)"	"2"	"0"	"10.892"	"0.000379544004329532"	"123.41"	"185.8"	"14.2"	"80.77"	"83.23"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]; Acetyl [N-Term]"
"8417235359346522376"	"True"	"High"	"IsMasterProtein"	"Q9NR12"	"PDZ and LIM domain protein 7"	"0.000"	"174.799"	"31"	"11"	"326"	"11"	"457"	"49.8"	"8.41"	"32462.74"	"880.23"	"10"	"11"	"cell organization and biogenesis;transport;developmental processes;other biological processes"	"cytosol;cytoskeleton;nucleus;other cell component"	"cytoskeletal activity;other molecular function"	"Pf00412, Pf00595"	"9260"	"ENSG00000196923"	"PDLIM7"	"hsa:9260; Q14250; Q5XG82; Q6NVZ5; Q96C91; Q9BXB8; Q9BXB9; Q9NR12"	"miR-targeted genes in lymphocytes; miR-targeted genes in muscle cell; miR-targeted genes in squamous cell; Ebstein-Barr virus LMP1 signaling; GDNF signaling; 5q35 copy number variation"	"RET signaling"	"7"	"0"	"0.167"	"0.0895470134928725"	"112.30"	"27.1"	"172.9"	"84.88"	"57.93"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8304538899155548968"	"True"	"High"	"IsMasterProtein"	"Q9NVD7"	"Alpha-parvin"	"0.000"	"173.644"	"38"	"10"	"424"	"8"	"372"	"42.2"	"5.95"	"50480.10"	"561.80"	"9"	"10"	"cell adhesion;cell organization and biogenesis;developmental processes;other biological processes"	"plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component"	"enzyme regulator activity;cytoskeletal activity"	"Pf00307"	"55742"	"ENSG00000197702"	"PARVA"	"hsa:55742; Q96C85; Q9HA48; Q9NVD7"	"Primary focal segmental glomerulosclerosis (FSGS); Focal adhesion"	"Localization of the PINCH-ILK-PARVIN complex to focal adhesions; Regulation of cytoskeletal remodeling and cell spreading by IPP complex components"	"5"	"2"	"0.221"	"0.255722829424122"	"88.93"	"28.7"	"171.3"	"97.33"	"47.27"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3301543360737881129"	"True"	"High"	"IsMasterProtein"	"Q9Y281"	"Cofilin-2"	"0.000"	"169.831"	"69"	"12"	"1208"	"6"	"166"	"18.7"	"7.88"	"173268.93"	"1617.23"	"12"	"12"	"cell organization and biogenesis;other biological processes"	"cytoskeleton;nucleus;other cell component"	"cytoskeletal activity"	"Pf00241"	"1073"	"ENSG00000165410"	"CFL2"	"G3V5P4; hsa:1073; Q9Y281"	"Leptin signaling; Microtubule cytoskeleton regulation; Regulation of actin cytoskeleton; G13 signaling"	""	"4"	"0"	"0.203"	"0.194652484610215"	"88.92"	"13.7"	"186.3"	"124.55"	"49.23"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1288043512151873046"	"True"	"High"	"IsMasterProtein"	"Q8WU39"	"Marginal zone B- and B1-cell-specific protein"	"0.000"	"163.922"	"47"	"7"	"1012"	"7"	"189"	"20.7"	"5.57"	"113737.10"	"2054.54"	"5"	"7"	"cell organization and biogenesis;other biological processes"	"non-structural extracellular;ER/Golgi;other cell component"	""	"Pf11938"	"51237"	"ENSG00000170476"	"MZB1"	"D2IYS0; hsa:51237; Q7Z6N2; Q8WU39; Q96RL5; Q9P0T3"	""	""	"0"	"0"	"4.607"	"0.0733034597491476"	"135.92"	"192.9"	"7.1"	"100.03"	"135.12"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
